Course ID,Offer Nbr,Term,Session,Section,Institution,Acad Group,Subject,Catalog,Career,Descr,Class Nbr,Descr,Component,Enrl Stat,Class Stat,Class Type,Assoc,WL Daemon,Auto Enrol,Stdnt Spec,Auto Enrol,Auto Enr 2,Resection,Sch Print,Consent,Cap Enrl,Wait Cap,Min Enrl,Tot Enrl,Wait Tot,Topic ID,Print,Acad Org,Next Pos,ID,Campus,Location,Event ID,Mode,Equiv Crs,Override,Req Rm Cap,Start Date,End Date,Cancel Dt,Prim Sect,Comb Sect,Hol Sched,Exam Spcng,Include,Calc Reqd,Generate,Synch Mtg,Fees Exist,Cancel Enroll,From ItemTyp,Bus Unit,Ledger,Account,DeptID,Project,Prod,Fund,Program,Class,Affl,Operating Unit,Alt. Account,Budget Ref,Chartfield1,Chartfield2,Chartfield3,Fund Affil,Oper Unit Affil,Bus Unit,Ledger,Account,DeptID,Project,Prod,Fund,Program,Class,Affl,Operating Unit,Alt. Account,Budget Ref,Chartfield1,Chartfield2,Chartfield3,Fund Affil,Oper Unit Affil,Ext Wrtoff,Required,Extract Type,LMS Group ID,LMS URL,Class Ext Dttm,Enrl Ext Dttm,Authentication,Drop Consent
116125,1,2151,BEF,300E,CUBLD,ARSC,SPAN,1010,UGRD,Beginning Spanish 1,35174,Offers students a firm command of Spanish grammar. Grammar is used as a point of departure for development of oral skills. Reading and writing are stressed to a lesser degree. Attendance at the language laboratory may be mandatory. Credit not granted for this course and Span 1150.,LEC,O,A,E,15,N,Y,N,,,,Y,N,22,999,0,12,0,0,N,B-SPAN,180,,CEPS,013-B,000127042,HY,,N,22,1/21/2015,4/29/2015,,300E,,ACAD,1,N,N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
116126,1,2151,BEF,300E,CUBLD,ARSC,SPAN,1020,UGRD,Beginning Spanish 2,35172,"Continuation of Span 1010. Attendance at the language laboratory may be mandatory. Prereq., SPAN 1010 (mingrade of C-), or placement. Credit not granted for this course and SPAN 1150.",LEC,O,A,E,18,N,Y,N,,,,Y,N,22,999,0,7,0,0,N,B-SPAN,90,,CEPS,013-B,000127027,HY,,N,22,1/21/2015,4/29/2015,,300E,,ACAD,1,N,N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
116464,1,2151,BEF,300E,CUBLD,ARSC,THTR,3011,UGRD,Develop Amer Music Theatre,35158,"Studies the American musical theatre heritage and its relation to the continually changing social milieu. Examines productions, their creators, and performers. Recommended prereq., 3 credits in THTR, DNCE, or MUSC. Approved for arts and sciences core curriculum: literature and the arts.",LEC,O,A,E,5,N,Y,N,,,,Y,N,35,999,0,7,0,0,N,B-THDN,140,,CEPS,013-B,000126998,HY,,N,35,1/26/2015,4/27/2015,,300E,,ACAD,1,N,N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
116708,1,2151,BCF,740,CUBLD,ENGR,TLEN,5600,GRAD,Telecom Seminar,35002,"Provides a series of weekly lectures with questions and discussion. Many of the speakers are nationally known experts in telecommunications. Fall and spring seminars are for 1 credit hour each, and attendance is required. May be repeated up to 4 total credit hours.",LEC,O,A,E,2,N,Y,N,,,,Y,N,35,999,0,10,0,0,N,B-TLEN,140,,CEPS,013-B,,OT,,N,35,1/12/2015,5/1/2015,,740,,ACAD,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
116680,1,2151,BCF,747,CUBLD,ENGR,TLEN,5300,GRAD,Telecom Theory & Appl,34990,"Examines the mathematical and physical theory of telecommunications. Deals with the fundamental concepts related to a wide range of topics including physical units, numbering systems, trigonometric functions, logarithms, indices, decibels, complexnumbers, calculus, elementary probability, and power circuit analysis. May be repeated up to 3 credit hours.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",LEC,O,A,E,1,N,Y,N,,,,N,D,60,999,0,0,0,0,N,B-TLEN,10,,CEPS,013-B,,OL,,N,60,1/12/2015,5/1/2015,,747,,ACAD,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
133907,1,2151,DMR,E01,CUDEN,BUSN,MGMT,3000,UGRD,Mangng Individuals-Teams,10377,"Focuses on helping students understand how to manage individuals and groups effectively. Students are encouraged to know themselves better and how their behavior affects how they deal with organizational situations; they also learn how individuals differ and how to design, manage and work in a team. This is a business core course therefore a grade of a 'c' or better must be earned to satisfy graduation requirements. Prereq: Junior standing.  Max hours: 3 Credits.",LEC,C,A,E,5,C,Y,Y,,,,Y,N,40,99,0,40,8,0,N,D-BUSN,500,,DC,DC,,OL,,N,40,1/20/2015,5/16/2015,,E01,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-MGMT-3000-SECE01,,,,CANVAS,N
117029,1,2151,BET,400E,CUBLD,ARSC,WRTG,3020,UGRD,Topics in Writing,35150,"Through sustained inquiry into a selected topic or issue, students will practice advanced forms of academic writing. The course emphasizes analysis, criticism, and argument. Taught as a writing workshop, the course places a premium on substantive, thoughtful revision. May be repeated up to 6 total credit hours. Same as NRLN 3020. Approved for arts and sciences core curriculum: written communication.",SEM,O,A,E,78,N,Y,N,,,,Y,N,18,999,0,1,0,65,Y,B-PWRT,20,,CEPS,013-B,000126999,HY,,N,18,2/3/2015,4/14/2015,,400E,,ACAD,1,N,N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117029,1,2151,BL3,583,CUBLD,ARSC,WRTG,3020,UGRD,Topics in Writing,35068,"Through sustained inquiry into a selected topic or issue, students will practice advanced forms of academic writing. The course emphasizes analysis, criticism, and argument. Taught as a writing workshop, the course places a premium on substantive, thoughtful revision. May be repeated up to 6 total credit hours. Same as NRLN 3020. Approved for arts and sciences core curriculum: written communication.",SEM,C,A,E,72,N,Y,N,,,,Y,N,19,999,0,19,0,4,Y,B-PWRT,230,,CEPS,013-B,,OT,,N,19,1/20/2015,5/1/2015,,583,,ACAD,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117029,1,2151,BEF,300E,CUBLD,ARSC,WRTG,3020,UGRD,Topics in Writing,35148,"Through sustained inquiry into a selected topic or issue, students will practice advanced forms of academic writing. The course emphasizes analysis, criticism, and argument. Taught as a writing workshop, the course places a premium on substantive, thoughtful revision. May be repeated up to 6 total credit hours. Same as NRLN 3020. Approved for arts and sciences core curriculum: written communication.",SEM,O,A,E,77,N,Y,N,,,,Y,N,18,999,0,3,0,37,Y,B-PWRT,40,,CEPS,013-B,000127018,HY,,N,18,1/26/2015,4/27/2015,,300E,,ACAD,1,N,N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117029,1,2151,BL3,584,CUBLD,ARSC,WRTG,3020,UGRD,Topics in Writing,35069,"Through sustained inquiry into a selected topic or issue, students will practice advanced forms of academic writing. The course emphasizes analysis, criticism, and argument. Taught as a writing workshop, the course places a premium on substantive, thoughtful revision. May be repeated up to 6 total credit hours. Same as NRLN 3020. Approved for arts and sciences core curriculum: written communication.",SEM,C,A,E,73,N,Y,N,,,,Y,N,19,999,0,19,0,25,Y,B-PWRT,230,,CEPS,013-B,,OT,,N,19,1/20/2015,5/1/2015,,584,,ACAD,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117029,1,2151,BL3,582,CUBLD,ARSC,WRTG,3020,UGRD,Topics in Writing,35067,"Through sustained inquiry into a selected topic or issue, students will practice advanced forms of academic writing. The course emphasizes analysis, criticism, and argument. Taught as a writing workshop, the course places a premium on substantive, thoughtful revision. May be repeated up to 6 total credit hours. Same as NRLN 3020. Approved for arts and sciences core curriculum: written communication.",SEM,O,A,E,71,N,Y,N,,,,Y,N,19,999,0,12,0,39,Y,B-PWRT,170,,CEPS,013-B,,OT,,N,19,1/20/2015,5/1/2015,,582,,ACAD,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117029,1,2151,BL3,586,CUBLD,ARSC,WRTG,3020,UGRD,Topics in Writing,35071,"Through sustained inquiry into a selected topic or issue, students will practice advanced forms of academic writing. The course emphasizes analysis, criticism, and argument. Taught as a writing workshop, the course places a premium on substantive, thoughtful revision. May be repeated up to 6 total credit hours. Same as NRLN 3020. Approved for arts and sciences core curriculum: written communication.",SEM,O,A,E,75,N,Y,N,,,,Y,N,19,999,0,9,0,40,Y,B-PWRT,120,,CEPS,013-B,,OT,,N,19,1/20/2015,5/1/2015,,586,,ACAD,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117029,1,2151,BL3,581,CUBLD,ARSC,WRTG,3020,UGRD,Topics in Writing,35066,"Through sustained inquiry into a selected topic or issue, students will practice advanced forms of academic writing. The course emphasizes analysis, criticism, and argument. Taught as a writing workshop, the course places a premium on substantive, thoughtful revision. May be repeated up to 6 total credit hours. Same as NRLN 3020. Approved for arts and sciences core curriculum: written communication.",SEM,C,A,E,70,N,Y,N,,,,Y,N,19,999,0,19,0,39,Y,B-PWRT,220,,CEPS,013-B,,OT,,N,19,1/20/2015,5/1/2015,,581,,ACAD,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117029,1,2151,BL3,587,CUBLD,ARSC,WRTG,3020,UGRD,Topics in Writing,35072,"Through sustained inquiry into a selected topic or issue, students will practice advanced forms of academic writing. The course emphasizes analysis, criticism, and argument. Taught as a writing workshop, the course places a premium on substantive, thoughtful revision. May be repeated up to 6 total credit hours. Same as NRLN 3020. Approved for arts and sciences core curriculum: written communication.",SEM,O,A,E,76,N,Y,N,,,,Y,N,19,999,0,6,0,86,Y,B-PWRT,80,,CEPS,013-B,,OT,,N,19,1/20/2015,5/1/2015,,587,,ACAD,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117029,1,2151,BL3,585,CUBLD,ARSC,WRTG,3020,UGRD,Topics in Writing,35070,"Through sustained inquiry into a selected topic or issue, students will practice advanced forms of academic writing. The course emphasizes analysis, criticism, and argument. Taught as a writing workshop, the course places a premium on substantive, thoughtful revision. May be repeated up to 6 total credit hours. Same as NRLN 3020. Approved for arts and sciences core curriculum: written communication.",SEM,O,A,E,74,N,Y,N,,,,Y,N,19,999,0,6,0,7,Y,B-PWRT,70,,CEPS,013-B,,OT,,N,19,1/20/2015,5/1/2015,,585,,ACAD,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
134094,1,2151,DMR,E01,CUDEN,BUSN,MKTG,3000,UGRD,Principles of Marketing,10279,"Focuses on the basic marketing concepts of Buyer Behavior, Marketing Research, Marketing Planning and Implementation and the marketing process of product, price, distribution and promotion. This is a business core course therefore a grade of a 'C' or better must be earned to satisfy graduation requirements. Prereq: Junior standing.  Max hours: 3 Credits.",LEC,C,A,E,6,C,Y,Y,,,,Y,N,40,99,0,40,8,0,N,D-BUSN,520,,DC,DC,,OL,,N,40,1/20/2015,5/16/2015,,E01,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-MKTG-3000-SECE01,,,,CANVAS,N
133968,1,2151,DMR,E01,CUDEN,BUSN,MGMT,6821,GRAD,Managing for Sustainability,10403,"This course will consider how companies are using social responsibility as a competitive advantage. The so-called green revolution is calling for organizations to take on increasing responsibility for environmental conservation, employee well being, and community development. This course considers how organizations can work with various stockholders (employees, customers, communities, society-at-large) to develop and promote mutually beneficial products and solutions to key social needs and concerns.  Max hours: 3 Credits.",LEC,O,A,E,1,N,Y,Y,,,,Y,N,40,99,0,29,0,0,N,D-BUSN,300,,DC,DC,,OL,,N,40,1/20/2015,5/16/2015,,E01,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-MGMT-6821-SECE01,,,,CANVAS,N
117032,1,2151,BL3,583,CUBLD,ARSC,WRTG,3040,UGRD,Writing/Business-Society,35058,"Through selected reading and writing assignments, students examine ethical and social issues in the context of business decision-making processes. Focuses on critical thinking, analytical writing, and oral presentation. Taught as a writing workshop, the course emphasizes effective communication with professional and non-technical audiences. May be repeated up to 6 total credit hours.  Approved for arts and sciences core curriculum: written communication.",SEM,O,A,E,28,N,Y,N,,,,Y,N,19,999,0,15,0,0,N,B-PWRT,190,,CEPS,013-B,,OT,,N,19,1/20/2015,5/1/2015,,583,,ACAD,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117032,1,2151,BL3,584,CUBLD,ARSC,WRTG,3040,UGRD,Writing/Business-Society,35059,"Through selected reading and writing assignments, students examine ethical and social issues in the context of business decision-making processes. Focuses on critical thinking, analytical writing, and oral presentation. Taught as a writing workshop, the course emphasizes effective communication with professional and non-technical audiences. May be repeated up to 6 total credit hours.  Approved for arts and sciences core curriculum: written communication.",SEM,C,A,E,29,C,Y,N,,,,Y,N,19,999,0,19,2,0,N,B-PWRT,270,,CEPS,013-B,,OT,,N,19,1/20/2015,5/1/2015,,584,,ACAD,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117032,1,2151,BL3,581,CUBLD,ARSC,WRTG,3040,UGRD,Writing/Business-Society,35056,"Through selected reading and writing assignments, students examine ethical and social issues in the context of business decision-making processes. Focuses on critical thinking, analytical writing, and oral presentation. Taught as a writing workshop, the course emphasizes effective communication with professional and non-technical audiences. May be repeated up to 6 total credit hours.  Approved for arts and sciences core curriculum: written communication.",SEM,O,A,E,26,N,Y,N,,,,Y,N,19,999,0,16,0,0,N,B-PWRT,170,,CEPS,013-B,,OT,,N,19,1/20/2015,5/1/2015,,581,,ACAD,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117032,1,2151,BL3,582,CUBLD,ARSC,WRTG,3040,UGRD,Writing/Business-Society,35057,"Through selected reading and writing assignments, students examine ethical and social issues in the context of business decision-making processes. Focuses on critical thinking, analytical writing, and oral presentation. Taught as a writing workshop, the course emphasizes effective communication with professional and non-technical audiences. May be repeated up to 6 total credit hours.  Approved for arts and sciences core curriculum: written communication.",SEM,O,A,E,27,N,Y,N,,,,Y,N,19,999,0,10,0,0,N,B-PWRT,120,,CEPS,013-B,,OT,,N,19,1/20/2015,5/1/2015,,582,,ACAD,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
135696,1,2151,DMR,E01,CUDEN,PAFF,PUAD,5005,GRAD,Policy Process-Democracy,37413,"Provides an introduction to theoretical and applied studies of the policy process. The policy process includes the manner in which (I) issues are conceptualized and brought to the government as problems needing action; (II) policies are designed and selected; and (III) the enacted policies are implemented, monitored, evaluated, and revised. The policy process also includes the study of politics, especially how government and non-government actors interact and exercise power in allocating societal benefits and burdens.  Max hours: 3 Credits.",LEC,O,A,E,1,N,Y,Y,,,,Y,N,25,99,0,16,0,0,N,D-PAFF,220,,DC,DC,,OL,,N,25,1/20/2015,5/16/2015,,E01,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-PUAD-5005-SECE01,,,,CANVAS,N
135710,1,2151,DMR,E01,CUDEN,PAFF,PUAD,5110,GRAD,Seminar Nonprofit Management,37590,"This course provides an overview of the principles and concepts that are unique to nonprofit management. Topics include executive management, funding diversity, human resource management, marketing, volunteer management and ethics. Students are also given an introduction to the history and the importance of the nonprofit sector. Cross-listed with PUAD 7110.  Max hours: 3 Credits.",SEM,C,A,E,1,N,Y,Y,,,,Y,N,25,99,0,25,9,0,N,D-PAFF,350,,DC,DC,,OL,,N,25,1/20/2015,5/16/2015,,E01,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-PUAD-5110-SECE01,,,,CANVAS,N
135697,1,2151,DMR,E01,CUDEN,PAFF,PUAD,5006,GRAD,Leadership-Professional Ethics,37414,"Examines theories of leadership applied to the public and non-profit sectors and the skills and processes employed by effective leaders. The course also considers ethical theories as applied to problems in the public and non-profit sectors; emphasizes critical thinking to address value conflicts, notably in the context of a pluralistic society; and teaches moral reasoning as a practical professional skill.  Max hours: 3 Credits.",LEC,C,A,E,1,N,Y,Y,,,,Y,N,25,99,0,25,5,0,N,D-PAFF,330,,DC,DC,,OL,,N,25,1/20/2015,5/16/2015,,E01,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-PUAD-5006-SECE01,,,,CANVAS,N
204291,1,2151,DMR,H01,CUDEN,EDUC,ECED,4030,UGRD,"Nutrition, Health, and Safety",40502,"This course focuses on nutrition, health, and safety as a key factor for optimal growth and development of young children. Content includes nutrient knowledge, menu planning, food program participation, health practices, management and safety, appropriate classroom activities and communication with families.  Max hours:  3 Credits.",LEC,O,A,E,2,N,Y,Y,,,,Y,N,35,0,0,3,0,0,N,D-EDUC,40,,DC,DC,,HY,,N,35,1/20/2015,5/16/2015,,H01,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-ECED-4030-SECH01,,,,CANVAS,N
135715,1,2151,DMR,E01,CUDEN,PAFF,PUAD,5130,GRAD,Collaboration Across Sectors,37591,"The blurring of the three economic sectors - government, business and nonprofits-- continues to increase as more partnerships are developed across sectors. This course focuses on collaboration and partnerships involving public, nonprofit and for-profit organizations. Additionally, students are expected to gain an understanding of the issues and policies associated with the bidding, contracting, program delivery and reporting processes when nonprofit organizations are contracted to achieve public sector goals and/or private sector objectives. Cross-listed with PUAD 7130.  Max hours: 3 Credits.",SEM,C,A,E,1,C,Y,Y,,,,Y,N,25,99,0,25,13,0,N,D-PAFF,430,,DC,DC,,OL,,N,25,1/20/2015,5/16/2015,,E01,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-PUAD-5130-SECE01,,,,CANVAS,N
135733,1,2151,DMR,E01,CUDEN,PAFF,PUAD,5310,GRAD,Policy Formulatn-Implementatn,37597,"Building on PUAD 5005, students learn how policy is developed and implemented in several levels of government - local, state, federal - and within organizations themselves. The course makes use of the case studies to explore the intricacies of developing and implementing policy and the political, economic, and institutional contexts that affect these two states of policy development. Students also consider the different criteria that can be used to judge the effectiveness of programs and policies. Prereq: PUAD 5005 or 7005. Cross-listed with PUAD 7310.  Max hours: 3 Credits.",LEC,O,A,E,1,N,Y,Y,,,,Y,N,25,99,0,15,0,0,N,D-PAFF,180,,DC,DC,,OL,,N,25,1/20/2015,5/16/2015,,E01,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-PUAD-5310-SECE01,,,,CANVAS,N
135745,1,2151,DMR,E01,CUDEN,PAFF,PUAD,5410,GRAD,Administrative Law,37600,"Examines legal aspects of policy implementation particularly the relationship between courts and administrative agencies. Covers standards of judicial review and agency action; administrative procedure and due process; selected special topics such as rights, liabilities, and immunities of public employees; and administrative discretion and scientific uncertainty. Cross-listed with PUAD 7410.  Max hours: 3 Credits.",SEM,O,A,E,1,N,Y,Y,,,,Y,N,25,99,0,13,0,0,N,D-PAFF,170,,DC,DC,,OL,,N,25,1/20/2015,5/16/2015,,E01,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-PUAD-5410-SECE01,,,,CANVAS,N
135781,1,2151,DMR,E01,CUDEN,PAFF,PUAD,5632,GRAD,Environmental Mgmt,37610,"Examines the practical challenges facing environmental managers today, using a series of case studies. Focuses on the role of institutional processes, government organizations and nongovernmental organizations in the practice of environmental management. Cross-listed with PUAD 7632.  Max hours: 3 Credits.",SEM,O,A,E,1,N,Y,Y,,,,Y,N,25,99,0,13,0,0,N,D-PAFF,140,,DC,DC,,OL,,N,25,1/20/2015,5/16/2015,,E01,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-PUAD-5632-SECE01,,,,CANVAS,N
139956,1,2151,DMR,E01,CUDEN,CLAS,WGST,3080,UGRD,Sex and Gender,11317,"Causes and consequences of sex role differentiation at the individual, group and societal levels. Current issues related to changing norms and values concerning gender in modern society are examined. Cross-listed with SOCY 3080.  Max hours: 3 Credits.",LEC,C,A,E,1,N,Y,Y,,,,Y,N,10,99,0,10,0,0,N,D-CLAS,110,,DC,DC,,OL,,N,45,1/20/2015,5/16/2015,,E01,C,DREG,1,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-WGST-3080-SECE01,,,,CANVAS,N
136097,1,2151,DMR,E01,CUDEN,CLAS,PSCI,4216,UGRD,Intl Politics: Human Rights,32976,"The system of nation states, concepts of national interest, goals of foreign policies, conduct of diplomacy, and the bearing of these elements on the problem of human rights. Presentation and evaluation of the solutions that have been offered for the securing of justice and the maintenance of peace.  Max hours: 3 Credits.",LEC,O,A,E,1,N,Y,Y,,,,Y,N,30,99,0,22,0,0,N,D-PSCI,250,,DC,DC,,OL,,N,30,1/20/2015,5/16/2015,,E01,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-PSCI-4216-SECE01,,,,CANVAS,N
139953,1,2151,DMR,E01,CUDEN,CLAS,WGST,3010,UGRD,Sociology Human Sexualty,11316,"Increases the understanding of differences in views of sexuality, specifically the link between sex and reproduction and its role as the motivation for gender roles and sex acts. Explores the history of sexuality, cross-cultural studies and primate modeling. Cross-listed with SOCY 3010.  Max hours: 3 Credits.",LEC,C,A,E,1,N,Y,Y,,,,Y,N,5,99,0,5,1,0,N,D-CLAS,70,,DC,DC,,OL,,N,45,1/20/2015,5/16/2015,,E01,C,DREG,1,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-WGST-3010-SECE01,,,,CANVAS,N
136721,1,2151,DMR,H01,CUDEN,CLAS,PHIL,3150,UGRD,History of Ethics,11510,"Surveys the ethical thought of major figures in the history of philosophy, beginning with Plato and ending with the 19th century. Examples: Aristotle, Hume, Kant and Mill. (Class readings of primary philosophical texts.)  Max hours: 3 Credits.",LEC,C,X,E,1,N,Y,N,,,,Y,N,40,10,0,0,0,0,N,D-PHIL,10,,DC,DC,,HY,,N,45,1/20/2015,5/16/2015,6/30/2014,H01,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-PHIL-3150-SECH01,,,,,N
137697,1,2151,DMR,E01,CUDEN,CLAS,PSYC,2090,UGRD,Statistics & Research Methods,33339,Introduces statistics and research methods in the field of psychology. Note: Intended for those who plan to major in psychology. Completion of college algebra or equivalent is recommended. Prereq: PSYC 1000.  Max hours: 4 Credits.,LEC,O,A,E,4,N,Y,Y,,,,Y,N,30,10,0,26,0,0,N,D-PSYC,300,,DC,DC,,OL,,N,30,1/20/2015,5/16/2015,,E01,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-PSYC-2090-SECE01,,,,CANVAS,N
137697,1,2151,DMR,ER2,CUDEN,CLAS,PSYC,2090,UGRD,Statistics & Research Methods,33338,Introduces statistics and research methods in the field of psychology. Note: Intended for those who plan to major in psychology. Completion of college algebra or equivalent is recommended. Prereq: PSYC 1000.  Max hours: 4 Credits.,REC,C,X,N,4,N,Y,N,,,,N,N,0,0,0,0,0,0,N,D-PSYC,10,,DC,DC,,OL,,N,24,1/20/2015,5/16/2015,11/4/2014,ER2,,DREG,1,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-PSYC-2090-SECER2,,,,CANVAS,N
137697,1,2151,DMR,ER1,CUDEN,CLAS,PSYC,2090,UGRD,Statistics & Research Methods,33337,Introduces statistics and research methods in the field of psychology. Note: Intended for those who plan to major in psychology. Completion of college algebra or equivalent is recommended. Prereq: PSYC 1000.  Max hours: 4 Credits.,REC,C,X,N,4,N,Y,N,,,,N,N,0,0,0,0,0,0,N,D-PSYC,20,,DC,DC,,OL,,N,24,1/20/2015,5/16/2015,11/4/2014,ER1,,DREG,1,N,N,N,N,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-PSYC-2090-SECER1,,,,CANVAS,N
138404,1,2151,DMR,E01,CUDEN,CLAS,SOCY,3010,UGRD,Sociology of Human Sexuality,11018,"Increases the understanding of differences in views of sexuality, specifically the link between sex and reproduction and its role as the motivation for gender roles and sex acts. Explores the history of sexuality, cross-cultural studies and primate modeling. Cross-listed with WGST 3010.  Max hours: 3 Credits.",LEC,C,A,E,1,C,Y,Y,,,,Y,N,40,99,0,40,3,0,N,D-SOCY,490,,DC,DC,,OL,,N,45,1/20/2015,5/16/2015,,E01,C,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-SOCY-3010-SECE01,,,,CANVAS,N
138455,1,2151,DMR,E01,CUDEN,CLAS,SOCY,3650,UGRD,Sociology of Music,32945,"Focuses on the meaning/use of music in society. Explores censorship, organization of the recording industry, sociocultural contexts in which music is produced/distributed/listened to and the relationship between music and technology along with musical applications and associations.  Max hours: 3 Credits.",LEC,O,A,E,1,N,Y,Y,,,,Y,N,40,99,0,26,0,0,N,D-SOCY,300,,DC,DC,,OL,,N,40,1/20/2015,5/16/2015,,E01,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-SOCY-3650-SECE01,,,,CANVAS,N
138413,1,2151,DMR,E01,CUDEN,CLAS,SOCY,3080,UGRD,Sex and Gender,11025,"Causes and consequences of sex role differentiation at the individual, group and societal levels. Current issues related to changing norms and values concerning gender in modern society are examined. Cross-listed with WGST 3080.  Max hours: 3 Credits.",LEC,C,A,E,1,N,Y,Y,,,,Y,N,35,99,0,35,0,0,N,D-SOCY,400,,DC,DC,,OL,,N,45,1/20/2015,5/16/2015,,E01,C,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-SOCY-3080-SECE01,,,,CANVAS,N
